Time to sort for plates: 105 ms.
Time to sort for names: 28799 ms.
Total time: 28904 ms.

License Plate       ID                  Last Name           First Name          Middle Name         ID                  
P391GD              9751                Kpug                Mtzfkyyngrcf        Iwblv               5388                
P393ZE              8699                Kpnmm               Shoa                Wsos                4533                
P396WQ              1928                Kpmrhneclkgurvm     Eduten              Mzyb                2481                
P398JF              3264                Kpjwhwaynbnhox      Chg                 Dwl                 6452                
P399VO              8702                Kpipf               Yrkroad             Lulduqdvkvxl        6606                
P403SE              7654                Kpispnrfetg         Wlsaavqaeihsjlu     Iaeiap              7337                
P403SS              160                 Kpgmbh              Qblbmavubkprdq      Palhxhefmgtx        1203                
P404KZ              8388                Kpfkbpsveqktp       Rnxcaonfhp          Uyrrgzjbwd          8445                
P408MK              8468                Kpevaljjj           Rrheytn             Wvuvd               2666                
P413EA              8926                Kpbydgygwetsyv      Dgfqjx              Tjlceehg            5333                
P413ZY              1072                Kpabbjetqdqwq       Rsqiadyo            Ncajwqhgyqfu        8816                
P426MM              6284                Koysc               Igy                 Myyjmwucchx         2571                
P428GH              2865                Kos                 Subdnmhbs           Gqvhajmuxxa         3574                
P437LV              7242                Kortpzi             Slulgwdt            Zsrhsnfnwgjeiw      3208                
P439LN              3817                Kormvcixkkxuanl     Jiblczsp            Jexsqeqmvwg         3032                
P442YI              5870                Kormqizjpddi        Cumcjj              Vguiipiscdhn        7939                
P443JY              9623                Konj                Zkjnf               Gmbjqlf             3472                
P443TE              1173                Kom                 Bjm                 Yepc                1790                
P444HW              1963                Kolmtfxphxmq        Eqjvn               Qjeass              5899                
P446PU              2069                Koefdt              Pfslmrbwbk          Lwgmxfzjbblvyu      1061                
P449KD              2005                Koel                Lxlbz               Dhgwxpgnir          2984                
P452EK              1311                Kodehvpawj          Dgv                 Dewqfpjht           1143                
P453SC              5813                Koccpxzgdqlcj       Zoyrodhbixzzhi      Teundgalh           9650                
